,num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
5154,1976,619,2595,3.192245557350565
5155,1952,1050,3002,1.859047619047619
5156,2014,865,2879,2.3283236994219654
5157,1975,683,2658,2.891654465592972
5158,1900,742,2642,2.560646900269542
5159,1910,772,2682,2.474093264248705
5160,2009,1411,3420,1.4238128986534373
5161,2011,637,2648,3.1569858712715857
5162,2040,707,2747,2.8854314002828856
5163,1902,689,2591,2.760522496371553
5164,1942,810,2752,2.397530864197531
5165,1926,681,2607,2.828193832599119
5166,1993,837,2830,2.381123058542413
5167,2007,679,2686,2.955817378497791
5168,1959,618,2577,3.16990291262136
5169,1968,820,2788,2.4
5170,2002,702,2704,2.851851851851852
5171,2028,518,2546,3.9150579150579152
5172,1990,697,2687,2.855093256814921
5173,2044,918,2962,2.226579520697168
5174,1939,765,2704,2.534640522875817
5175,1923,862,2785,2.230858468677494
5176,1983,712,2695,2.7851123595505616
5177,1955,700,2655,2.7928571428571427
5178,1910,527,2437,3.6242884250474394
5179,2000,937,2937,2.134471718249733
5180,1996,764,2760,2.612565445026178
5181,1971,1183,3154,1.6661031276415892
5182,1984,885,2869,2.24180790960452
5183,1949,727,2676,2.6808803301237965
5184,2029,816,2845,2.486519607843137
5185,1960,666,2626,2.942942942942943
5186,2045,747,2792,2.7376171352074965
5187,2045,983,3028,2.0803662258392674
5188,1909,839,2748,2.2753277711561384
5189,2025,720,2745,2.8125
5190,1963,731,2694,2.6853625170998634
5191,1952,702,2654,2.780626780626781
5192,1971,860,2831,2.291860465116279
5193,1941,785,2726,2.472611464968153
5194,1947,621,2568,3.135265700483092
5195,2015,661,2676,3.048411497730711
5196,1959,651,2610,3.009216589861752
5197,1911,655,2566,2.9175572519083968
5198,1920,663,2583,2.8959276018099547
5199,1959,852,2811,2.2992957746478875
6475,1979,164,2143,12.067073170731708
6824,1022,361,1383,2.8310249307479225
6825,2031,240,2271,8.4625
6826,630,235,865,2.6808510638297878
6827,1924,369,2293,5.21409214092141
6828,915,405,1320,2.259259259259259
6830,1997,181,2178,11.033149171270718
6831,929,164,1093,5.664634146341464
6832,1865,306,2171,6.094771241830065
6833,1307,271,1578,4.822878228782288
6834,1980,204,2184,9.705882352941176
6836,697,268,965,2.6007462686567164
6837,1926,373,2299,5.163538873994638
6838,2028,394,2422,5.147208121827411
6839,2006,391,2397,5.130434782608695
6840,1852,186,2038,9.956989247311828
6841,788,246,1034,3.203252032520325
6842,1479,315,1794,4.695238095238095
6843,1956,164,2120,11.926829268292684
6844,1987,381,2368,5.215223097112861
6845,1985,277,2262,7.166064981949458
6846,1712,307,2019,5.576547231270358
6847,1924,197,2121,9.766497461928934
6848,1209,293,1502,4.126279863481229
6850,1986,329,2315,6.036474164133739
6851,1617,243,1860,6.654320987654321
6852,1965,362,2327,5.428176795580111
6853,1987,355,2342,5.597183098591549
6854,1767,304,2071,5.8125
6855,1972,239,2211,8.251046025104603
6856,1362,249,1611,5.469879518072289
6857,1912,313,2225,6.108626198083067
6858,1152,374,1526,3.0802139037433154
6859,1439,323,1762,4.455108359133127
6860,986,207,1193,4.763285024154589
6861,1686,240,1926,7.025
6862,1464,180,1644,8.133333333333333
6863,1145,290,1435,3.948275862068965
6864,1933,423,2356,4.569739952718676
6865,1972,217,2189,9.087557603686635
6866,1800,293,2093,6.143344709897611
6867,1970,279,2249,7.060931899641577
6868,379,320,699,1.184375
6869,1902,268,2170,7.097014925373134
6870,1961,410,2371,4.782926829268293
6871,1992,255,2247,7.811764705882353
6872,1985,289,2274,6.868512110726644
6873,1929,151,2080,12.774834437086092
6874,2015,178,2193,11.320224719101123
6875,1253,345,1598,3.631884057971015
6876,1515,293,1808,5.170648464163823
6877,1120,271,1391,4.132841328413284
6878,1773,297,2070,5.96969696969697
6880,1396,365,1761,3.824657534246575
6881,1985,312,2297,6.362179487179487
6882,1923,264,2187,7.284090909090909
6883,994,344,1338,2.88953488372093
6884,1866,374,2240,4.989304812834225
6886,2019,261,2280,7.735632183908046
6887,1978,306,2284,6.4640522875817
6888,2007,238,2245,8.432773109243698
6889,1563,359,1922,4.353760445682451
6890,2048,230,2278,8.904347826086957
6892,1636,504,2140,3.246031746031746
6893,914,198,1112,4.616161616161616
6894,1227,200,1427,6.135
6895,1890,352,2242,5.369318181818182
6896,2003,407,2410,4.921375921375922
6897,1686,359,2045,4.696378830083566
6899,2039,319,2358,6.391849529780564
6900,1729,213,1942,8.11737089201878
6901,972,234,1206,4.153846153846154
6902,1942,282,2224,6.886524822695035
6903,2021,293,2314,6.897610921501706
6905,1902,245,2147,7.763265306122449
6906,1995,351,2346,5.683760683760684
6907,1970,362,2332,5.441988950276243
6908,1969,248,2217,7.939516129032258
6909,942,190,1132,4.957894736842105
6910,1944,280,2224,6.942857142857143
6911,1136,226,1362,5.026548672566372
6912,863,211,1074,4.090047393364929
6914,1676,361,2037,4.642659279778393
6915,693,152,845,4.559210526315789
6916,1292,214,1506,6.037383177570093
6917,1986,361,2347,5.501385041551247
6918,1184,311,1495,3.807073954983923
6920,1077,300,1377,3.59
6921,841,306,1147,2.7483660130718954
6922,749,230,979,3.256521739130435
6923,1838,231,2069,7.956709956709957
6924,2017,277,2294,7.281588447653429
6925,1948,251,2199,7.760956175298805
6926,2048,155,2203,13.212903225806452
6927,1992,568,2560,3.507042253521127
6928,1968,398,2366,4.944723618090452
6929,1909,318,2227,6.00314465408805
6930,1934,386,2320,5.010362694300518
6931,1901,328,2229,5.795731707317073
6932,1994,373,2367,5.345844504021447
6933,2013,373,2386,5.396782841823057
6934,1973,537,2510,3.674115456238361
6935,2044,302,2346,6.768211920529802
6936,1979,350,2329,5.654285714285714
6937,1984,246,2230,8.065040650406504
6938,1945,388,2333,5.012886597938144
6939,1903,587,2490,3.24190800681431
6940,2048,364,2412,5.626373626373627
6941,1975,350,2325,5.642857142857143
6942,1941,365,2306,5.317808219178082
6943,1906,361,2267,5.2797783933518
6944,2012,271,2283,7.424354243542435
6945,2013,455,2468,4.424175824175824
6946,1930,196,2126,9.846938775510203
6947,2011,304,2315,6.615131578947368
6948,2021,388,2409,5.208762886597938
6949,1921,233,2154,8.244635193133048
6950,1909,606,2515,3.15016501650165
6951,2019,256,2275,7.88671875
6952,2011,396,2407,5.078282828282828
6953,1957,226,2183,8.65929203539823
6954,1970,412,2382,4.781553398058253
6955,1932,417,2349,4.633093525179856
6956,2022,624,2646,3.2403846153846154
6957,2014,470,2484,4.285106382978723
6958,1922,324,2246,5.932098765432099
6959,1990,368,2358,5.407608695652174
6960,2006,406,2412,4.940886699507389
6961,2038,365,2403,5.583561643835616
6962,1979,380,2359,5.207894736842105
6963,2027,272,2299,7.452205882352941
6964,2021,340,2361,5.944117647058824
6965,2015,314,2329,6.417197452229299
6966,1980,316,2296,6.265822784810126
6967,2045,362,2407,5.649171270718232
6968,1979,332,2311,5.960843373493976
6969,1921,709,2630,2.7094499294781382
6970,1929,564,2493,3.4202127659574466
6971,1927,319,2246,6.040752351097178
6972,1919,338,2257,5.677514792899408
6973,1963,345,2308,5.689855072463768
6974,2008,359,2367,5.593314763231198
6975,2012,398,2410,5.055276381909548
6976,1917,338,2255,5.671597633136095
6977,2019,371,2390,5.442048517520216
6978,1905,290,2195,6.568965517241379
6979,2038,563,2601,3.619893428063943
6980,1945,204,2149,9.534313725490197
6981,1936,512,2448,3.78125
6982,2005,342,2347,5.862573099415204
6983,2043,338,2381,6.044378698224852
6984,1984,355,2339,5.588732394366197
6985,1942,482,2424,4.029045643153527
6986,1985,401,2386,4.950124688279302
6987,1940,345,2285,5.6231884057971016
6988,1962,347,2309,5.654178674351585
6989,2023,491,2514,4.120162932790224
6990,2000,393,2393,5.089058524173028
6991,1943,183,2126,10.617486338797814
6992,1924,483,2407,3.9834368530020714
6993,1993,352,2345,5.661931818181818
6994,1940,335,2275,5.791044776119403
6995,2016,345,2361,5.843478260869565
6996,1924,290,2214,6.63448275862069
6997,1938,337,2275,5.750741839762611
6998,1985,299,2284,6.638795986622074
6999,1909,385,2294,4.958441558441558
7000,1929,476,2405,4.052521008403361
7001,1976,355,2331,5.566197183098591
7002,1979,477,2456,4.148846960167715
7003,1970,303,2273,6.5016501650165015
7004,1944,303,2247,6.415841584158416
7005,1953,241,2194,8.103734439834025
7006,2000,391,2391,5.115089514066496
7007,2020,361,2381,5.595567867036011
7008,2042,269,2311,7.591078066914498
7009,1905,365,2270,5.219178082191781
7010,1968,521,2489,3.777351247600768
7011,2002,454,2456,4.409691629955947
7012,2045,338,2383,6.050295857988166
7013,1928,647,2575,2.979907264296754
7014,1976,336,2312,5.880952380952381
7015,1994,352,2346,5.664772727272728
7016,2038,394,2432,5.1725888324873095
7017,2041,314,2355,6.5
7018,1997,394,2391,5.068527918781726
7019,1973,553,2526,3.5678119349005426
7020,1975,313,2288,6.3099041533546325
7021,1920,400,2320,4.8
7022,2014,312,2326,6.455128205128205
7023,1957,344,2301,5.688953488372093
7024,1974,291,2265,6.783505154639175
7025,2021,391,2412,5.168797953964194
7026,1905,359,2264,5.306406685236769
7027,1961,175,2136,11.205714285714286
7028,1904,272,2176,7.0
7029,1928,760,2688,2.536842105263158
7030,1905,238,2143,8.004201680672269
7031,1985,368,2353,5.394021739130435
7032,2008,204,2212,9.84313725490196
7033,1936,319,2255,6.068965517241379
7034,1976,336,2312,5.880952380952381
7035,1910,355,2265,5.380281690140845
7036,1926,291,2217,6.618556701030927
7037,1925,264,2189,7.291666666666667
7038,1978,181,2159,10.92817679558011
7039,2019,181,2200,11.154696132596683
7040,1978,531,2509,3.725047080979284
7041,1935,274,2209,7.062043795620438
7042,2009,437,2446,4.5972540045766594
7043,1965,693,2658,2.8354978354978355
7044,1992,353,2345,5.643059490084986
7045,1966,370,2336,5.313513513513514
7046,2007,398,2405,5.042713567839196
7047,2007,266,2273,7.545112781954887
7048,2048,350,2398,5.851428571428571
7049,2032,302,2334,6.728476821192053
7050,1979,277,2256,7.144404332129964
7051,2047,225,2272,9.097777777777775
7052,2023,359,2382,5.635097493036212
7053,2011,340,2351,5.9147058823529415
7054,1960,470,2430,4.170212765957447
7055,1945,315,2260,6.174603174603175
7056,2016,268,2284,7.522388059701493
7057,1973,334,2307,5.907185628742515
7058,1934,575,2509,3.3634782608695653
7059,1924,355,2279,5.419718309859155
7060,2044,510,2554,4.007843137254902
7061,1946,373,2319,5.2171581769437
7062,1933,475,2408,4.069473684210526
7063,1964,339,2303,5.793510324483776
7064,1972,335,2307,5.886567164179104
7065,1970,568,2538,3.468309859154929
7066,1927,358,2285,5.38268156424581
7067,1981,353,2334,5.611898016997167
7068,1928,195,2123,9.887179487179488
7069,1901,564,2465,3.370567375886525
7070,1950,623,2573,3.130016051364366
7071,1916,305,2221,6.281967213114754
7072,2047,236,2283,8.673728813559322
7073,1981,338,2319,5.8609467455621305
7074,2035,416,2451,4.891826923076923
7075,1911,426,2337,4.485915492957746
7076,1968,324,2292,6.074074074074074
7077,2024,473,2497,4.27906976744186
7078,2009,278,2287,7.226618705035971
7079,1930,333,2263,5.795795795795796
7080,1943,489,2432,3.9734151329243352
7081,1965,410,2375,4.7926829268292686
7082,1949,388,2337,5.02319587628866
7083,1959,324,2283,6.046296296296297
7084,1980,315,2295,6.285714285714286
7085,1946,324,2270,6.006172839506172
7086,1909,310,2219,6.158064516129032
7087,1913,358,2271,5.343575418994414
7088,1900,373,2273,5.093833780160858
7089,1950,320,2270,6.09375
7090,1924,734,2658,2.6212534059945503
7091,1912,325,2237,5.883076923076923
7092,2026,402,2428,5.039800995024875
7093,1923,325,2248,5.9169230769230765
7094,1978,307,2285,6.44299674267101
7095,1950,602,2552,3.2392026578073088
7096,2029,270,2299,7.514814814814815
7097,1991,178,2169,11.185393258426966
7098,2009,618,2627,3.250809061488673
7099,1940,369,2309,5.257452574525745
7100,1961,217,2178,9.036866359447004
7101,2028,422,2450,4.805687203791469
7102,2042,379,2421,5.387862796833773
7103,2048,282,2330,7.26241134751773
7104,1942,348,2290,5.580459770114943
7105,2016,359,2375,5.615598885793872
7106,1998,323,2321,6.185758513931889
7107,1951,449,2400,4.34521158129176
7108,1913,272,2185,7.033088235294118
7109,2035,416,2451,4.891826923076923
7110,2009,385,2394,5.218181818181818
7111,2045,274,2319,7.463503649635037
7112,2026,310,2336,6.535483870967742
7113,1938,339,2277,5.716814159292035
7114,2004,312,2316,6.423076923076923
7115,2031,380,2411,5.344736842105263
7116,2030,392,2422,5.178571428571429
7117,1919,286,2205,6.70979020979021
8084,1949,240,2189,8.120833333333334
8099,2041,314,2355,6.5
8173,2047,198,2245,10.33838383838384
8195,1910,186,2096,10.268817204301076
8216,1995,200,2195,9.975
8218,1966,603,2569,3.2603648424543947
8219,1971,717,2688,2.748953974895397
8220,2038,715,2753,2.85034965034965
8221,1974,799,2773,2.4705882352941178
8222,1986,728,2714,2.728021978021978
8223,2047,691,2738,2.962373371924747
8224,1974,667,2641,2.95952023988006
8225,1900,1183,3083,1.606086221470837
8226,1900,717,2617,2.6499302649930265
8227,1993,781,2774,2.5518565941101152
8228,1931,540,2471,3.575925925925926
8229,1996,844,2840,2.3649289099526065
8230,1990,637,2627,3.1240188383045524
8231,2027,782,2809,2.5920716112531967
8232,2022,387,2409,5.224806201550388
8233,1993,889,2882,2.2418447694038246
8234,2042,737,2779,2.770691994572592
8235,1939,865,2804,2.2416184971098265
8236,1940,760,2700,2.5526315789473686
8237,1904,291,2195,6.542955326460481
8238,2001,764,2765,2.619109947643979
8239,1962,683,2645,2.8726207906295755
8240,1927,622,2549,3.098070739549839
8241,1935,727,2662,2.66162310866575
8242,1951,690,2641,2.827536231884058
8243,1977,689,2666,2.869375907111756
8244,1970,852,2822,2.312206572769953
8245,2019,942,2961,2.143312101910828
8246,1966,668,2634,2.94311377245509
8247,1957,255,2212,7.674509803921569
8248,1977,191,2168,10.350785340314136
8249,1915,579,2494,3.307426597582038
8250,2032,652,2684,3.1165644171779143
8251,1936,501,2437,3.864271457085828
8252,1958,648,2606,3.021604938271605
8253,1990,665,2655,2.992481203007519
8254,1985,670,2655,2.962686567164179
8255,2045,824,2869,2.4817961165048543
8256,1951,893,2844,2.184770436730123
8257,2023,863,2886,2.3441483198146003
8258,1929,816,2745,2.363970588235294
8259,2027,731,2758,2.7729138166894667
8260,1964,733,2697,2.679399727148704
8261,1951,724,2675,2.694751381215469
8262,2000,803,2803,2.4906600249066004
8263,2004,662,2666,3.027190332326284
8264,1911,637,2548,3.0
8265,2011,823,2834,2.443499392466585
8266,1915,621,2536,3.0837359098228663
8267,1997,693,2690,2.8816738816738816
8268,1918,498,2416,3.85140562248996
8269,2018,812,2830,2.4852216748768474
8270,1953,727,2680,2.686382393397524
8271,1983,797,2780,2.4880803011292345
8272,1905,569,2474,3.3479789103690685
8273,1936,725,2661,2.6703448275862067
8274,2013,661,2674,3.0453857791225416
8275,2029,604,2633,3.359271523178808
8276,2017,486,2503,4.150205761316872
8277,2007,1417,3424,1.4163726182074805
8278,2029,835,2864,2.429940119760479
8279,1909,707,2616,2.7001414427157
8280,1933,855,2788,2.2608187134502926
8281,1938,640,2578,3.028125
8282,1956,869,2825,2.2508630609896434
8283,2025,587,2612,3.4497444633730834
8284,1918,613,2531,3.128874388254486
8285,1911,665,2576,2.873684210526316
8286,1917,784,2701,2.44515306122449
8287,2037,1151,3188,1.7697654213727194
8288,1907,870,2777,2.1919540229885057
8289,1900,802,2702,2.369077306733167
8290,2039,692,2731,2.9465317919075145
8291,1983,695,2678,2.853237410071942
8292,1916,259,2175,7.397683397683398
8293,1992,814,2806,2.447174447174447
8294,1911,895,2806,2.135195530726257
8295,1955,805,2760,2.4285714285714284
8296,2020,661,2681,3.0559757942511347
8297,2040,702,2742,2.905982905982906
8298,1918,816,2734,2.3504901960784315
8299,2048,864,2912,2.3703703703703702
8300,1951,943,2894,2.068928950159066
8301,1979,626,2605,3.161341853035144
8302,1978,628,2606,3.14968152866242
8303,1907,862,2769,2.2122969837587005
8304,1956,731,2687,2.6757865937072505
8305,2024,682,2706,2.967741935483871
8306,1945,594,2539,3.274410774410774
8307,1960,745,2705,2.6308724832214767
8308,1988,1355,3343,1.4671586715867158
8309,1913,686,2599,2.7886297376093294
8310,1915,648,2563,2.955246913580247
8311,2015,1132,3147,1.780035335689046
8312,1981,715,2696,2.7706293706293708
8313,2037,830,2867,2.45421686746988
8314,1996,520,2516,3.8384615384615386
8315,1911,668,2579,2.8607784431137726
8316,1911,1411,3322,1.3543586109142451
8317,2032,663,2695,3.064856711915536
8318,1904,308,2212,6.181818181818182
8319,1947,695,2642,2.8014388489208635
8320,2041,611,2652,3.3404255319148937
8321,1918,722,2640,2.656509695290859
8322,1961,666,2627,2.9444444444444446
8323,2024,561,2585,3.607843137254902
8324,2041,744,2785,2.743279569892473
8325,2041,689,2730,2.962264150943396
8326,2028,771,2799,2.630350194552529
8327,1961,554,2515,3.53971119133574
8328,1915,805,2720,2.37888198757764
8329,1956,894,2850,2.1879194630872485
8330,2013,714,2727,2.819327731092437
8331,1902,383,2285,4.966057441253263
8332,1932,858,2790,2.251748251748252
8333,1911,813,2724,2.3505535055350557
8334,1943,732,2675,2.6543715846994536
8335,2015,329,2344,6.124620060790273
8336,1960,721,2681,2.718446601941748
8337,2021,737,2758,2.742198100407056
8338,1924,603,2527,3.1907131011608625
8339,1981,651,2632,3.043010752688172
8340,2036,715,2751,2.8475524475524474
8341,2010,701,2711,2.8673323823109844
8342,2046,891,2937,2.2962962962962963
8343,2013,852,2865,2.362676056338028
8344,2045,873,2918,2.3424971363115694
8345,1961,927,2888,2.115426105717368
8346,1963,728,2691,2.696428571428572
8347,1917,709,2626,2.703808180535966
8348,1968,677,2645,2.9069423929098965
8349,1996,674,2670,2.961424332344213
8350,2023,473,2496,4.276955602536998
8351,2000,410,2410,4.878048780487805
8352,1946,712,2658,2.7331460674157304
8353,1973,1108,3081,1.780685920577617
8354,1974,328,2302,6.0182926829268295
8355,1967,836,2803,2.352870813397129
8356,1901,788,2689,2.4124365482233503
8357,1954,546,2500,3.578754578754579
8358,1957,784,2741,2.496173469387755
8359,1959,763,2722,2.5674967234600263
8360,2019,775,2794,2.6051612903225805
8361,1901,756,2657,2.5145502645502646
8362,1922,593,2515,3.2411467116357504
8363,2001,744,2745,2.689516129032258
8364,1982,640,2622,3.096875
8365,1917,779,2696,2.460847240051348
8366,2027,847,2874,2.3931523022432115
8367,1902,776,2678,2.451030927835052
8368,1993,317,2310,6.287066246056782
8369,2015,937,2952,2.150480256136606
8370,2026,678,2704,2.9882005899705013
8371,1912,550,2462,3.4763636363636365
8372,1970,863,2833,2.282734646581692
8373,2044,718,2762,2.846796657381616
8374,1969,946,2915,2.081395348837209
8375,1951,748,2699,2.608288770053476
8376,1944,649,2593,2.99537750385208
8377,2043,830,2873,2.4614457831325303
8378,1964,365,2329,5.380821917808219
8379,1964,675,2639,2.9096296296296296
8380,2031,533,2564,3.810506566604128
8381,1922,714,2636,2.6918767507002803
8382,1927,555,2482,3.472072072072072
8383,2004,478,2482,4.192468619246862
8384,1996,786,2782,2.539440203562341
8385,2035,373,2408,5.455764075067024
8386,1916,874,2790,2.192219679633867
8387,1989,1007,2996,1.975173783515392
8388,1967,657,2624,2.993911719939117
8389,1967,616,2583,3.1931818181818183
8390,2009,655,2664,3.067175572519084
8391,2014,623,2637,3.232744783306581
8392,2014,893,2907,2.25531914893617
8393,2004,849,2853,2.360424028268551
8394,2004,720,2724,2.783333333333333
8395,2006,602,2608,3.3322259136212624
8396,1964,676,2640,2.905325443786982
8397,1926,506,2432,3.806324110671937
8398,1938,451,2389,4.297117516629712
8399,2038,697,2735,2.9239598278335723
8400,2035,716,2751,2.8421787709497206
8401,2042,778,2820,2.6246786632390746
8402,2048,445,2493,4.602247191011236
8403,2007,772,2779,2.599740932642487
8404,1904,880,2784,2.163636363636364
8405,1981,753,2734,2.6308100929614877
8406,1946,707,2653,2.7524752475247523
8407,2002,770,2772,2.6
8408,2034,866,2900,2.348729792147806
8409,1976,483,2459,4.091097308488613
8410,1909,663,2572,2.879336349924585
8411,1982,718,2700,2.760445682451253
8412,1903,278,2181,6.845323741007194
8413,1907,685,2592,2.783941605839416
8414,1903,871,2774,2.184845005740528
8415,1963,282,2245,6.960992907801418
8416,1993,408,2401,4.884803921568627
8417,1951,579,2530,3.369602763385146
