num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
591,15,606,39.4
876,2,878,438.0
749,622,1371,1.2041800643086817
1423,350,1773,4.065714285714286
677,8,685,84.625
1110,11,1121,100.9090909090909
888,685,1573,1.2963503649635038
287,2,289,143.5
556,686,1242,0.8104956268221575
487,10,497,48.7
210,267,477,0.7865168539325843
1114,424,1538,2.6273584905660377
1382,600,1982,2.3033333333333332
1578,241,1819,6.547717842323651
704,249,953,2.8273092369477912
799,432,1231,1.849537037037037
427,811,1238,0.5265104808877928
1097,12,1109,91.41666666666667
845,636,1481,1.328616352201258
100,243,343,0.411522633744856
145,2,147,72.5
508,222,730,2.2882882882882885
1839,28,1867,65.67857142857143
1392,350,1742,3.9771428571428573
1084,422,1506,2.5687203791469195
1221,17,1238,71.82352941176471
785,20,805,39.25
1562,49,1611,31.877551020408163
110,448,558,0.24553571428571427
528,320,848,1.65
1562,325,1887,4.806153846153846
235,15,250,15.666666666666666
1544,13,1557,118.76923076923077
1205,388,1593,3.1056701030927836
891,5,896,178.2
1873,2,1875,936.5
1508,253,1761,5.9604743083003955
1111,249,1360,4.461847389558233
528,31,559,17.032258064516128
1100,32,1132,34.375
17,471,488,0.036093418259023353
299,761,1060,0.392904073587385
417,21,438,19.857142857142858
1447,302,1749,4.791390728476821
169,112,281,1.5089285714285714
47,216,263,0.2175925925925926
1382,602,1984,2.2956810631229234
1828,72,1900,25.38888888888889
1359,652,2011,2.084355828220859
877,712,1589,1.2317415730337078
1426,75,1501,19.013333333333332
1324,20,1344,66.2
204,271,475,0.7527675276752768
28,68,96,0.4117647058823529
792,21,813,37.714285714285715
242,12,254,20.166666666666668
338,451,789,0.7494456762749445
555,3,558,185.0
475,10,485,47.5
9,147,156,0.061224489795918366
144,128,272,1.125
30,20,50,1.5
292,186,478,1.5698924731182795
856,2,858,428.0
1181,381,1562,3.099737532808399
37,1144,1181,0.032342657342657344
188,253,441,0.7430830039525692
281,16,297,17.5625
307,528,835,0.5814393939393939
1499,23,1522,65.17391304347827
912,18,930,50.666666666666664
1276,13,1289,98.15384615384616
1008,458,1466,2.2008733624454146
413,13,426,31.76923076923077
7,276,283,0.025362318840579712
18,97,115,0.18556701030927836
447,454,901,0.9845814977973568
328,12,340,27.333333333333332
1009,330,1339,3.0575757575757576
332,1027,1359,0.32327166504381694
768,2,770,384.0
11,181,192,0.06077348066298342
1167,363,1530,3.2148760330578514
538,62,600,8.67741935483871
71,792,863,0.08964646464646464
111,2,113,55.5
467,39,506,11.974358974358974
285,63,348,4.523809523809524
345,14,359,24.642857142857142
534,379,913,1.4089709762532983
571,22,593,25.954545454545453
1846,13,1859,142.0
997,286,1283,3.486013986013986
1119,31,1150,36.096774193548384
1027,11,1038,93.36363636363636
432,104,536,4.153846153846154
411,31,442,13.258064516129032
1023,493,1516,2.075050709939148
1009,418,1427,2.4138755980861246
42,9,51,4.666666666666667
1612,275,1887,5.861818181818182
446,10,456,44.6
873,341,1214,2.560117302052786
340,404,744,0.8415841584158416
13,13,26,1.0
12,121,133,0.09917355371900827
884,3,887,294.6666666666667
735,18,753,40.833333333333336
30,425,455,0.07058823529411765
506,416,922,1.2163461538461537
680,793,1473,0.8575031525851198
1217,13,1230,93.61538461538461
1130,7,1137,161.42857142857142
625,245,870,2.5510204081632653
667,367,1034,1.8174386920980927
388,302,690,1.2847682119205297
901,188,1089,4.792553191489362
1007,243,1250,4.1440329218107
216,176,392,1.2272727272727273
1667,15,1682,111.13333333333334
1299,9,1308,144.33333333333334
943,9,952,104.77777777777777
1006,467,1473,2.154175588865096
364,35,399,10.4
1185,40,1225,29.625
1122,36,1158,31.166666666666668
1169,635,1804,1.8409448818897638
1318,361,1679,3.6509695290858724
1899,30,1929,63.3
843,226,1069,3.730088495575221
63,18,81,3.5
69,8,77,8.625
143,484,627,0.29545454545454547
51,12,63,4.25
1321,351,1672,3.7635327635327633
1178,10,1188,117.8
141,211,352,0.6682464454976303
410,19,429,21.57894736842105
382,7,389,54.57142857142857
1244,333,1577,3.735735735735736
761,9,770,84.55555555555556
567,21,588,27.0
1590,44,1634,36.13636363636363
1153,460,1613,2.506521739130435
389,318,707,1.2232704402515724
200,12,212,16.666666666666668
35,24,59,1.4583333333333333
1115,9,1124,123.88888888888889
1162,137,1299,8.481751824817518
704,35,739,20.114285714285714
1363,127,1490,10.73228346456693
197,173,370,1.138728323699422
1263,700,1963,1.8042857142857143
1156,120,1276,9.633333333333333
373,1206,1579,0.3092868988391376
86,10,96,8.6
1476,70,1546,21.085714285714285
1052,163,1215,6.45398773006135
12,219,231,0.0547945205479452
1169,381,1550,3.068241469816273
1181,11,1192,107.36363636363636
1612,19,1631,84.84210526315789
1582,118,1700,13.40677966101695
841,1040,1881,0.8086538461538462
1572,413,1985,3.8062953995157387
1243,6,1249,207.16666666666666
749,913,1662,0.8203723986856517
629,71,700,8.859154929577464
1593,7,1600,227.57142857142858
909,14,923,64.92857142857143
915,504,1419,1.8154761904761905
974,747,1721,1.3038821954484605
711,420,1131,1.6928571428571428
1387,270,1657,5.137037037037037
401,246,647,1.6300813008130082
1340,251,1591,5.338645418326693
224,284,508,0.7887323943661971
1740,140,1880,12.428571428571429
153,872,1025,0.17545871559633028
803,15,818,53.53333333333333
884,787,1671,1.1232528589580686
1815,11,1826,165.0
907,2,909,453.5
1444,26,1470,55.53846153846154
895,20,915,44.75
146,557,703,0.2621184919210054
2008,33,2041,60.84848484848485
1521,132,1653,11.522727272727273
1629,13,1642,125.3076923076923
1174,2,1176,587.0
535,442,977,1.2104072398190044
1568,8,1576,196.0
853,34,887,25.08823529411765
1020,181,1201,5.6353591160221
86,72,158,1.1944444444444444
89,251,340,0.3545816733067729
1214,304,1518,3.9934210526315788
806,416,1222,1.9375
1379,386,1765,3.5725388601036268
1112,8,1120,139.0
1499,3,1502,499.6666666666667
414,406,820,1.019704433497537
1346,2,1348,673.0
754,36,790,20.944444444444443
191,386,577,0.4948186528497409
1235,251,1486,4.920318725099602
1402,66,1468,21.242424242424242
648,27,675,24.0
733,807,1540,0.9083023543990086
1234,156,1390,7.910256410256411
328,106,434,3.0943396226415096
366,16,382,22.875
975,17,992,57.35294117647059
1207,24,1231,50.291666666666664
416,7,423,59.42857142857143
224,23,247,9.73913043478261
1097,303,1400,3.6204620462046204
1168,411,1579,2.8418491484184916
564,11,575,51.27272727272727
1575,36,1611,43.75
882,11,893,80.18181818181819
28,243,271,0.11522633744855967
622,17,639,36.588235294117645
281,18,299,15.61111111111111
1405,19,1424,73.94736842105263
1503,47,1550,31.97872340425532
1122,54,1176,20.77777777777778
797,14,811,56.92857142857143
662,549,1211,1.2058287795992715
228,88,316,2.590909090909091
634,9,643,70.44444444444444
1282,244,1526,5.254098360655738
501,8,509,62.625
1426,2,1428,713.0
212,9,221,23.555555555555557
853,4,857,213.25
4,3,7,1.3333333333333333
374,778,1152,0.480719794344473
1714,26,1740,65.92307692307692
1032,313,1345,3.297124600638978
380,231,611,1.645021645021645
31,322,353,0.09627329192546584
1143,227,1370,5.035242290748899
1860,163,2023,11.411042944785276
942,134,1076,7.029850746268656
1082,264,1346,4.098484848484849
714,101,815,7.069306930693069
843,174,1017,4.844827586206897
1194,46,1240,25.956521739130434
406,251,657,1.6175298804780875
1203,27,1230,44.55555555555556
1811,2,1813,905.5
636,14,650,45.42857142857143
608,22,630,27.636363636363637
1001,116,1117,8.629310344827585
17,873,890,0.019473081328751432
673,663,1336,1.0150829562594268
1478,4,1482,369.5
1776,6,1782,296.0
1478,5,1483,295.6
917,4,921,229.25
1350,2,1352,675.0
1177,331,1508,3.5558912386706947
705,14,719,50.357142857142854
696,348,1044,2.0
296,380,676,0.7789473684210526
341,10,351,34.1
1073,265,1338,4.049056603773585
780,324,1104,2.4074074074074074
1134,446,1580,2.5426008968609866
25,136,161,0.18382352941176472
1640,41,1681,40.0
480,17,497,28.235294117647058
539,587,1126,0.9182282793867121
611,620,1231,0.9854838709677419
690,20,710,34.5
624,171,795,3.6491228070175437
321,70,391,4.585714285714285
338,15,353,22.533333333333335
822,340,1162,2.4176470588235293
1742,9,1751,193.55555555555554
522,804,1326,0.6492537313432836
106,76,182,1.394736842105263
400,923,1323,0.4333694474539545
1661,263,1924,6.315589353612167
865,28,893,30.892857142857142
7,191,198,0.03664921465968586
1011,265,1276,3.8150943396226413
335,8,343,41.875
111,18,129,6.166666666666667
15,256,271,0.05859375
270,285,555,0.9473684210526315
734,644,1378,1.139751552795031
425,762,1187,0.5577427821522309
846,328,1174,2.5792682926829267
1136,2,1138,568.0
832,8,840,104.0
1715,136,1851,12.610294117647058
770,103,873,7.475728155339806
74,16,90,4.625
345,24,369,14.375
8,271,279,0.02952029520295203
67,2,69,33.5
1814,41,1855,44.24390243902439
1005,548,1553,1.833941605839416
618,410,1028,1.5073170731707317
757,283,1040,2.674911660777385
396,570,966,0.6947368421052632
1688,10,1698,168.8
770,639,1409,1.2050078247261347
1925,24,1949,80.20833333333333
1063,15,1078,70.86666666666666
490,14,504,35.0
815,17,832,47.94117647058823
186,12,198,15.5
177,34,211,5.205882352941177
634,313,947,2.02555910543131
775,12,787,64.58333333333333
1396,365,1761,3.824657534246575
500,265,765,1.8867924528301887
261,227,488,1.1497797356828194
483,465,948,1.038709677419355
1160,111,1271,10.45045045045045
1198,10,1208,119.8
971,565,1536,1.7185840707964601
459,281,740,1.6334519572953736
1686,53,1739,31.81132075471698
1893,7,1900,270.42857142857144
1047,3,1050,349.0
689,16,705,43.0625
443,226,669,1.9601769911504425
659,29,688,22.724137931034484
1793,10,1803,179.3
379,9,388,42.111111111111114
1017,122,1139,8.336065573770492
1797,12,1809,149.75
1650,37,1687,44.5945945945946
852,454,1306,1.8766519823788546
1028,230,1258,4.469565217391304
871,122,993,7.139344262295082
331,154,485,2.1493506493506493
20,51,71,0.39215686274509803
197,173,370,1.138728323699422
489,10,499,48.9
1284,199,1483,6.452261306532663
847,16,863,52.9375
869,184,1053,4.7228260869565215
1835,180,2015,10.194444444444445
1140,13,1153,87.6923076923077
1602,27,1629,59.333333333333336
1268,230,1498,5.51304347826087
42,206,248,0.20388349514563106
1469,16,1485,91.8125
263,190,453,1.3842105263157896
380,281,661,1.3523131672597866
1090,256,1346,4.2578125
279,234,513,1.1923076923076923
8,144,152,0.05555555555555555
773,27,800,28.62962962962963
617,1201,1818,0.5137385512073273
1031,30,1061,34.36666666666667
437,35,472,12.485714285714286
1310,305,1615,4.295081967213115
115,729,844,0.15775034293552812
1061,125,1186,8.488
1136,41,1177,27.70731707317073
184,17,201,10.823529411764707
373,465,838,0.8021505376344086
692,54,746,12.814814814814815
1020,24,1044,42.5
555,41,596,13.536585365853659
1584,64,1648,24.75
1454,21,1475,69.23809523809524
1436,36,1472,39.888888888888886
1148,45,1193,25.511111111111113
1366,20,1386,68.3
443,24,467,18.458333333333332
1090,22,1112,49.54545454545455
450,22,472,20.454545454545453
171,2,173,85.5
5,71,76,0.07042253521126761
325,416,741,0.78125
126,256,382,0.4921875
711,237,948,3.0
628,135,763,4.651851851851852
836,11,847,76.0
259,8,267,32.375
203,215,418,0.9441860465116279
1222,334,1556,3.658682634730539
938,18,956,52.111111111111114
1842,7,1849,263.14285714285717
986,307,1293,3.211726384364821
488,18,506,27.11111111111111
53,121,174,0.4380165289256198
14,152,166,0.09210526315789473
502,9,511,55.77777777777778
497,299,796,1.6622073578595318
1455,12,1467,121.25
1656,5,1661,331.2
884,8,892,110.5
1934,7,1941,276.2857142857143
159,14,173,11.357142857142858
16,20,36,0.8
1015,720,1735,1.4097222222222223
803,861,1664,0.9326364692218351
14,949,963,0.014752370916754479
307,13,320,23.615384615384617
510,35,545,14.571428571428571
661,624,1285,1.0592948717948718
503,58,561,8.672413793103448
1750,107,1857,16.35514018691589
1350,70,1420,19.285714285714285
1451,6,1457,241.83333333333334
1479,2,1481,739.5
970,537,1507,1.8063314711359404
224,14,238,16.0
81,8,89,10.125
830,5,835,166.0
49,404,453,0.12128712871287128
343,12,355,28.583333333333332
1458,126,1584,11.571428571428571
812,50,862,16.24
1541,55,1596,28.01818181818182
958,108,1066,8.87037037037037
505,466,971,1.0836909871244635
1778,9,1787,197.55555555555554
1002,586,1588,1.7098976109215016
10,317,327,0.031545741324921134
516,375,891,1.376
1718,34,1752,50.529411764705884
512,230,742,2.226086956521739
1220,169,1389,7.218934911242603
1820,25,1845,72.8
235,20,255,11.75
325,67,392,4.850746268656716
641,43,684,14.906976744186046
8,419,427,0.01909307875894988
1363,9,1372,151.44444444444446
1652,13,1665,127.07692307692308
1173,256,1429,4.58203125
1945,12,1957,162.08333333333334
931,50,981,18.62
391,6,397,65.16666666666667
1302,738,2040,1.7642276422764227
754,153,907,4.928104575163399
245,7,252,35.0
970,276,1246,3.5144927536231885
759,628,1387,1.2085987261146496
926,424,1350,2.1839622641509435
1465,57,1522,25.70175438596491
380,9,389,42.22222222222222
53,105,158,0.5047619047619047
1585,21,1606,75.47619047619048
1102,18,1120,61.22222222222222
2,16,18,0.125
267,79,346,3.3797468354430378
1445,510,1955,2.8333333333333335
312,9,321,34.666666666666664
12,542,554,0.02214022140221402
992,395,1387,2.511392405063291
420,19,439,22.105263157894736
743,18,761,41.27777777777778
755,139,894,5.431654676258993
512,6,518,85.33333333333333
1655,23,1678,71.95652173913044
306,258,564,1.186046511627907
778,374,1152,2.0802139037433154
12,268,280,0.04477611940298507
299,24,323,12.458333333333334
29,407,436,0.07125307125307126
1946,59,2005,32.983050847457626
747,10,757,74.7
156,63,219,2.4761904761904763
11,14,25,0.7857142857142857
441,12,453,36.75
301,355,656,0.847887323943662
397,192,589,2.0677083333333335
911,20,931,45.55
24,990,1014,0.024242424242424242
579,192,771,3.015625
38,54,92,0.7037037037037037
436,419,855,1.0405727923627686
1233,337,1570,3.658753709198813
874,224,1098,3.9017857142857144
332,15,347,22.133333333333333
1823,170,1993,10.723529411764705
859,193,1052,4.450777202072539
241,75,316,3.2133333333333334
350,8,358,43.75
390,287,677,1.3588850174216027
826,209,1035,3.952153110047847
402,10,412,40.2
583,322,905,1.81055900621118
377,4,381,94.25
378,401,779,0.942643391521197
1197,15,1212,79.8
574,5,579,114.8
169,817,986,0.20685434516523868
532,2,534,266.0
768,8,776,96.0
642,617,1259,1.040518638573744
687,685,1372,1.0029197080291972
1222,300,1522,4.073333333333333
1398,336,1734,4.160714285714286
203,14,217,14.5
837,10,847,83.7
1739,263,2002,6.612167300380228
1618,108,1726,14.981481481481481
1112,4,1116,278.0
143,9,152,15.88888888888889
556,272,828,2.0441176470588234
1793,13,1806,137.92307692307693
836,12,848,69.66666666666667
16,234,250,0.06837606837606838
55,174,229,0.3160919540229885
523,19,542,27.526315789473685
524,334,858,1.5688622754491017
472,42,514,11.238095238095237
1525,27,1552,56.48148148148148
1851,9,1860,205.66666666666666
1130,13,1143,86.92307692307692
243,283,526,0.8586572438162544
465,4,469,116.25
737,4,741,184.25
1172,128,1300,9.15625
1065,589,1654,1.8081494057724958
666,240,906,2.775
946,584,1530,1.61986301369863
1980,11,1991,180.0
1491,326,1817,4.57361963190184
1621,85,1706,19.070588235294117
1257,31,1288,40.54838709677419
1588,37,1625,42.91891891891892
938,18,956,52.111111111111114
1554,156,1710,9.961538461538462
564,1196,1760,0.47157190635451507
984,591,1575,1.6649746192893402
1838,23,1861,79.91304347826087
1990,2,1992,995.0
1491,23,1514,64.82608695652173
1111,18,1129,61.72222222222222
1328,2,1330,664.0
62,464,526,0.1336206896551724
400,202,602,1.9801980198019802
1535,9,1544,170.55555555555554
452,43,495,10.511627906976743
1090,3,1093,363.3333333333333
1563,46,1609,33.97826086956522
553,219,772,2.5251141552511416
1032,101,1133,10.217821782178218
342,240,582,1.425
4,155,159,0.025806451612903226
1230,40,1270,30.75
1761,31,1792,56.806451612903224
450,18,468,25.0
887,15,902,59.13333333333333
1550,25,1575,62.0
120,397,517,0.3022670025188917
190,22,212,8.636363636363637
14,859,873,0.01629802095459837
847,76,923,11.144736842105264
341,315,656,1.0825396825396825
988,49,1037,20.163265306122447
397,27,424,14.703703703703704
810,233,1043,3.476394849785408
905,59,964,15.338983050847459
1612,44,1656,36.63636363636363
614,43,657,14.279069767441861
15,415,430,0.03614457831325301
781,618,1399,1.2637540453074434
326,18,344,18.11111111111111
1282,13,1295,98.61538461538461
439,19,458,23.105263157894736
1434,3,1437,478.0
390,9,399,43.333333333333336
820,459,1279,1.7864923747276689
714,381,1095,1.874015748031496
1638,10,1648,163.8
451,13,464,34.69230769230769
1373,267,1640,5.142322097378277
1442,402,1844,3.5870646766169156
1413,5,1418,282.6
441,280,721,1.575
812,16,828,50.75
344,227,571,1.5154185022026432
1016,245,1261,4.146938775510204
1226,274,1500,4.474452554744525
12,361,373,0.0332409972299169
1298,50,1348,25.96
170,1143,1313,0.14873140857392825
1830,34,1864,53.8235294117647
222,10,232,22.2
476,17,493,28.0
894,20,914,44.7
533,31,564,17.193548387096776
180,11,191,16.363636363636363
1604,61,1665,26.295081967213115
529,175,704,3.0228571428571427
1144,243,1387,4.707818930041152
33,165,198,0.2
711,436,1147,1.6307339449541285
1076,486,1562,2.213991769547325
4,65,69,0.06153846153846154
1140,5,1145,228.0
141,6,147,23.5
62,26,88,2.3846153846153846
400,11,411,36.36363636363637
262,21,283,12.476190476190476
246,369,615,0.6666666666666666
413,121,534,3.4132231404958677
595,328,923,1.8140243902439024
777,310,1087,2.5064516129032257
6,115,121,0.05217391304347826
724,232,956,3.1206896551724137
352,20,372,17.6
414,2,416,207.0
234,15,249,15.6
324,9,333,36.0
1977,18,1995,109.83333333333333
481,15,496,32.06666666666667
539,25,564,21.56
581,21,602,27.666666666666668
788,3,791,262.6666666666667
282,16,298,17.625
1054,333,1387,3.165165165165165
1032,16,1048,64.5
123,182,305,0.6758241758241759
872,3,875,290.6666666666667
914,189,1103,4.835978835978836
952,13,965,73.23076923076923
153,35,188,4.371428571428571
1133,481,1614,2.3555093555093554
15,145,160,0.10344827586206896
100,185,285,0.5405405405405406
203,45,248,4.511111111111111
32,226,258,0.1415929203539823
4,37,41,0.10810810810810811
565,19,584,29.736842105263158
447,15,462,29.8
1245,9,1254,138.33333333333334
32,637,669,0.05023547880690738
1009,11,1020,91.72727272727273
1372,337,1709,4.071216617210682
223,21,244,10.619047619047619
1362,587,1949,2.320272572402044
524,120,644,4.366666666666666
857,16,873,53.5625
441,262,703,1.683206106870229
105,319,424,0.329153605015674
87,147,234,0.5918367346938775
822,459,1281,1.7908496732026145
875,208,1083,4.206730769230769
1449,4,1453,362.25
73,298,371,0.24496644295302014
396,370,766,1.0702702702702702
530,32,562,16.5625
192,305,497,0.6295081967213115
630,110,740,5.7272727272727275
92,241,333,0.3817427385892116
136,15,151,9.066666666666666
249,154,403,1.6168831168831168
228,7,235,32.57142857142857
1492,24,1516,62.166666666666664
845,212,1057,3.9858490566037736
1883,24,1907,78.45833333333333
1118,5,1123,223.6
1774,38,1812,46.68421052631579
1103,23,1126,47.95652173913044
1400,309,1709,4.53074433656958
622,209,831,2.9760765550239237
438,82,520,5.341463414634147
1105,149,1254,7.416107382550336
1280,364,1644,3.5164835164835164
2,10,12,0.2
51,40,91,1.275
186,475,661,0.391578947368421
381,352,733,1.0823863636363635
434,42,476,10.333333333333334
911,16,927,56.9375
420,78,498,5.384615384615385
1652,21,1673,78.66666666666667
870,1054,1924,0.825426944971537
1931,6,1937,321.8333333333333
1131,57,1188,19.842105263157894
283,30,313,9.433333333333334
22,398,420,0.05527638190954774
610,17,627,35.88235294117647
98,119,217,0.8235294117647058
1635,7,1642,233.57142857142858
373,312,685,1.1955128205128205
1671,8,1679,208.875
1117,5,1122,223.4
1167,5,1172,233.4
1062,417,1479,2.5467625899280577
809,770,1579,1.0506493506493506
768,4,772,192.0
2012,13,2025,154.76923076923077
334,149,483,2.2416107382550337
1529,319,1848,4.793103448275862
423,23,446,18.391304347826086
1270,26,1296,48.84615384615385
135,258,393,0.5232558139534884
810,4,814,202.5
748,346,1094,2.161849710982659
1523,325,1848,4.686153846153847
264,22,286,12.0
441,425,866,1.0376470588235294
10,194,204,0.05154639175257732
678,14,692,48.42857142857143
421,29,450,14.517241379310345
129,4,133,32.25
228,6,234,38.0
1760,6,1766,293.3333333333333
1227,418,1645,2.9354066985645932
1388,2,1390,694.0
1412,13,1425,108.61538461538461
248,14,262,17.714285714285715
12,312,324,0.038461538461538464
1675,268,1943,6.25
1667,82,1749,20.329268292682926
1009,260,1269,3.8807692307692307
720,456,1176,1.5789473684210527
17,167,184,0.10179640718562874
803,257,1060,3.124513618677043
1711,29,1740,59.0
54,2,56,27.0
310,700,1010,0.44285714285714284
1080,3,1083,360.0
288,138,426,2.0869565217391304
400,149,549,2.684563758389262
1206,52,1258,23.192307692307693
1098,114,1212,9.631578947368421
165,16,181,10.3125
672,11,683,61.09090909090909
13,53,66,0.24528301886792453
244,8,252,30.5
815,10,825,81.5
343,10,353,34.3
489,3,492,163.0
1126,75,1201,15.013333333333334
1686,275,1961,6.130909090909091
964,13,977,74.15384615384616
1363,39,1402,34.94871794871795
1373,37,1410,37.108108108108105
1135,23,1158,49.34782608695652
1249,247,1496,5.05668016194332
1045,8,1053,130.625
491,77,568,6.376623376623376
326,472,798,0.690677966101695
1908,58,1966,32.89655172413793
399,102,501,3.911764705882353
445,192,637,2.3177083333333335
1250,248,1498,5.040322580645161
516,349,865,1.478510028653295
2,10,12,0.2
556,12,568,46.333333333333336
118,82,200,1.4390243902439024
1860,23,1883,80.8695652173913
1378,3,1381,459.3333333333333
573,15,588,38.2
906,543,1449,1.6685082872928176
984,332,1316,2.963855421686747
1374,497,1871,2.7645875251509056
100,155,255,0.6451612903225806
13,5,18,2.6
808,63,871,12.825396825396826
1007,15,1022,67.13333333333334
533,1337,1870,0.3986537023186238
90,159,249,0.5660377358490566
10,35,45,0.2857142857142857
736,20,756,36.8
549,5,554,109.8
1279,217,1496,5.894009216589862
390,463,853,0.8423326133909287
1298,10,1308,129.8
309,29,338,10.655172413793103
620,629,1249,0.985691573926868
290,320,610,0.90625
1446,14,1460,103.28571428571429
248,28,276,8.857142857142858
1028,13,1041,79.07692307692308
87,329,416,0.26443768996960487
20,46,66,0.43478260869565216
500,15,515,33.333333333333336
1441,2,1443,720.5
77,25,102,3.08
963,646,1609,1.4907120743034055
16,78,94,0.20512820512820512
87,134,221,0.6492537313432836
1547,8,1555,193.375
240,281,521,0.8540925266903915
135,304,439,0.4440789473684211
370,435,805,0.8505747126436781
16,104,120,0.15384615384615385
796,17,813,46.8235294117647
14,163,177,0.08588957055214724
460,51,511,9.019607843137255
830,847,1677,0.9799291617473436
816,57,873,14.31578947368421
775,33,808,23.484848484848484
235,32,267,7.34375
1339,133,1472,10.06766917293233
576,287,863,2.0069686411149825
612,164,776,3.731707317073171
1664,20,1684,83.2
1081,123,1204,8.788617886178862
594,273,867,2.1758241758241756
289,85,374,3.4
1108,749,1857,1.479305740987984
1607,8,1615,200.875
1634,216,1850,7.564814814814815
212,1039,1251,0.20404234841193455
277,329,606,0.8419452887537994
707,46,753,15.369565217391305
387,37,424,10.45945945945946
15,220,235,0.06818181818181818
120,15,135,8.0
1487,283,1770,5.254416961130742
772,23,795,33.56521739130435
69,8,77,8.625
863,271,1134,3.1845018450184504
282,269,551,1.0483271375464684
272,4,276,68.0
366,283,649,1.2932862190812722
349,24,373,14.541666666666666
223,47,270,4.74468085106383
876,106,982,8.264150943396226
1712,28,1740,61.142857142857146
512,1313,1825,0.38994668697638996
872,98,970,8.89795918367347
821,9,830,91.22222222222223
969,38,1007,25.5
662,541,1203,1.2236598890942698
1870,39,1909,47.94871794871795
260,246,506,1.056910569105691
237,447,684,0.5302013422818792
1040,165,1205,6.303030303030303
1077,33,1110,32.63636363636363
1138,8,1146,142.25
1733,259,1992,6.691119691119691
171,284,455,0.602112676056338
467,382,849,1.2225130890052356
1482,6,1488,247.0
1210,305,1515,3.9672131147540983
1044,943,1987,1.1071049840933191
719,385,1104,1.8675324675324676
1889,66,1955,28.62121212121212
579,592,1171,0.9780405405405406
1168,237,1405,4.928270042194093
776,15,791,51.733333333333334
892,860,1752,1.0372093023255815
943,378,1321,2.494708994708995
16,1279,1295,0.012509773260359656
1773,63,1836,28.142857142857142
1198,9,1207,133.11111111111111
1982,61,2043,32.49180327868852
514,125,639,4.112
875,21,896,41.666666666666664
273,12,285,22.75
437,375,812,1.1653333333333333
919,22,941,41.77272727272727
671,818,1489,0.8202933985330073
12,297,309,0.04040404040404041
838,401,1239,2.089775561097257
1255,14,1269,89.64285714285714
295,16,311,18.4375
1462,35,1497,41.77142857142857
1543,47,1590,32.829787234042556
1180,453,1633,2.6048565121412803
412,17,429,24.235294117647058
1092,48,1140,22.75
884,53,937,16.67924528301887
1162,706,1868,1.6458923512747876
1220,8,1228,152.5
1863,28,1891,66.53571428571429
665,8,673,83.125
771,663,1434,1.16289592760181
1733,230,1963,7.534782608695652
246,15,261,16.4
183,11,194,16.636363636363637
20,330,350,0.06060606060606061
628,10,638,62.8
347,520,867,0.6673076923076923
787,779,1566,1.0102695763799743
930,285,1215,3.263157894736842
592,121,713,4.892561983471074
1917,5,1922,383.4
933,5,938,186.6
310,14,324,22.142857142857142
1717,13,1730,132.07692307692307
847,773,1620,1.0957309184993531
75,754,829,0.09946949602122016
16,236,252,0.06779661016949153
511,227,738,2.251101321585903
337,374,711,0.9010695187165776
1449,255,1704,5.682352941176471
685,292,977,2.345890410958904
1081,493,1574,2.1926977687626774
603,375,978,1.608
900,26,926,34.61538461538461
727,423,1150,1.718676122931442
588,449,1037,1.3095768374164811
264,342,606,0.7719298245614035
333,26,359,12.807692307692308
769,356,1125,2.1601123595505616
1819,11,1830,165.36363636363637
491,16,507,30.6875
1274,18,1292,70.77777777777777
471,233,704,2.0214592274678114
56,34,90,1.6470588235294117
270,161,431,1.6770186335403727
1046,142,1188,7.366197183098592
1604,22,1626,72.9090909090909
1562,29,1591,53.86206896551724
779,9,788,86.55555555555556
1440,29,1469,49.6551724137931
868,850,1718,1.0211764705882354
1967,11,1978,178.8181818181818
1428,598,2026,2.387959866220736
862,483,1345,1.784679089026915
389,5,394,77.8
873,377,1250,2.315649867374005
459,2,461,229.5
596,7,603,85.14285714285714
69,1044,1113,0.06609195402298851
867,1081,1948,0.8020351526364478
1168,3,1171,389.3333333333333
1165,21,1186,55.476190476190474
277,167,444,1.658682634730539
84,56,140,1.5
5,42,47,0.11904761904761904
738,11,749,67.0909090909091
957,587,1544,1.6303236797274276
512,4,516,128.0
1544,84,1628,18.38095238095238
838,219,1057,3.82648401826484
176,380,556,0.4631578947368421
242,567,809,0.42680776014109345
445,781,1226,0.5697823303457106
371,109,480,3.403669724770642
23,44,67,0.5227272727272727
22,207,229,0.10628019323671498
292,191,483,1.5287958115183247
270,577,847,0.4679376083188908
1453,302,1755,4.811258278145695
1300,187,1487,6.951871657754011
1600,168,1768,9.523809523809524
1202,428,1630,2.808411214953271
1773,52,1825,34.09615384615385
362,191,553,1.8952879581151831
480,356,836,1.348314606741573
414,11,425,37.63636363636363
1655,4,1659,413.75
681,133,814,5.120300751879699
1420,133,1553,10.676691729323307
144,117,261,1.2307692307692308
961,21,982,45.76190476190476
20,541,561,0.036968576709796676
1459,11,1470,132.63636363636363
388,606,994,0.6402640264026402
673,17,690,39.588235294117645
850,4,854,212.5
409,132,541,3.0984848484848486
532,86,618,6.186046511627907
1098,183,1281,6.0
1079,32,1111,33.71875
1696,34,1730,49.88235294117647
1672,10,1682,167.2
676,846,1522,0.7990543735224587
771,156,927,4.9423076923076925
979,156,1135,6.2756410256410255
620,543,1163,1.141804788213628
1452,27,1479,53.77777777777778
384,1259,1643,0.3050039714058777
437,32,469,13.65625
1940,58,1998,33.44827586206897
